"X","Grupo","IdEvaluado","IdEvaluador","Criterio","Calificacion","Comentario","Sentimiento","Relevancia"
"434","GRUPO 19","6","13","Completo","4"," ","",""
"435","GRUPO 19","7","14","Completo","3","Fue una buena explicación","1",""
"436","GRUPO 19","8","16","Completo","2"," ","",""
"437","GRUPO 19","9","18","Completo","3"," ","",""
"438","GRUPO 19","10","19","Completo","2"," ","",""
"439","GRUPO 19","11","20","Completo","2","Se logró una buena documentación","1",""
"440","GRUPO 19","12","23","Completo","4","Explicación clara","1",""
"441","GRUPO 19","13","24","Completo","4","El trabajo estaba completo","1",""
"442","GRUPO 19","14","25","Completo","3","Cuenta con material de apoyo","1",""
"443","GRUPO 19","15","26","Completo","2"," ","",""
"444","GRUPO 19","16","27","Completo","3"," ","",""
"445","GRUPO 19","17","28","Completo","2","Faltó el programa funcionando","-1",""
"446","GRUPO 19","18","29","Completo","2"," ","",""
"447","GRUPO 19","19","30","Completo","3","Sólo falta explicación más concreta del código","-1",""
"448","GRUPO 19","20","31","Completo","3"," ","",""
"449","GRUPO 19","21","32","Completo","3"," ","",""
"450","GRUPO 19","22","0","Completo","2"," ","",""
"451","GRUPO 19","23","0","Completo","0"," ","",""
"452","GRUPO 19","24","0","Completo","0"," ","",""
"453","GRUPO 19","25","0","Completo","0"," ","",""
"454","GRUPO 19","26","0","Completo","0"," ","",""
"455","GRUPO 20","1","1","Completo","3"," ","",""
"456","GRUPO 20","2","3","Completo","3","El contenido es eficaz y casi completo","1",""
"457","GRUPO 20","3","4","Completo","4"," ","",""
"458","GRUPO 20","4","9","Completo","2"," ","",""
"459","GRUPO 20","5","5","Completo","3"," ","",""
"460","GRUPO 20","6","7","Completo","2","Medio confuso","0",""
"461","GRUPO 20","7","10","Completo","4"," ","",""
"462","GRUPO 20","8","2","Completo","3","Su contenido fue completo alguna que otra falencia","1",""
"463","GRUPO 20","9","12","Completo","2"," ","",""
"464","GRUPO 20","10","13","Completo","2","Falta contenido","-1",""
"465","GRUPO 20","11","14","Completo","3","Contenido completo","1",""
"466","GRUPO 20","12","15","Completo","3"," ","",""
"467","GRUPO 20","13","16","Completo","2","Más contenido del tema","0",""
"468","GRUPO 20","14","17","Completo","2"," ","",""
"469","GRUPO 20","15","19","Completo","3"," ","",""
"470","GRUPO 20","16","21","Completo","2"," ","",""
"471","GRUPO 20","17","22","Completo","2"," ","",""
"472","GRUPO 20","18","23","Completo","3"," ","",""
"473","GRUPO 20","19","24","Completo","2","Fallto claridad","-1",""
"474","GRUPO 20","20","25","Completo","3","Partes notorias copiadas de internet","-1",""
"475","GRUPO 20","21","26","Completo","2"," ","",""
"476","GRUPO 20","22","27","Completo","3"," ","",""
"477","GRUPO 20","23","28","Completo","3"," ","",""
"478","GRUPO 20","24","34","Completo","3"," ","",""
"479","GRUPO 20","25","35","Completo","3"," ","",""
"480","GRUPO 20","26","36","Completo","4"," ","",""
"481","GRUPO 20","27","37","Completo","2"," ","",""
"482","GRUPO 20","28","21","Completo","3"," ","",""
"483","GRUPO 20","29","6","Completo","3"," ","",""
"484","GRUPO 20","30","22","Completo","3"," ","",""
"485","GRUPO 20","31","32","Completo","3"," ","",""
"486","GRUPO 20","32","30","Completo","3"," ","",""
"487","GRUPO 20","33","29","Completo","3"," ","",""
"488","GRUPO 20","34","33","Completo","2"," ","",""
"489","GRUPO 21","1","1","Completo","4"," ","",""
"490","GRUPO 21","2","2","Completo","4","Su tema fue muy claro y preciso","1",""
"491","GRUPO 21","3","3","Completo","3","Presentaron un contenido fácil de entender","1",""
"492","GRUPO 21","4","4","Completo","3"," ","",""
"493","GRUPO 21","5","5","Completo","4"," ","",""
"494","GRUPO 21","6","6","Completo","4"," ","",""
"495","GRUPO 21","7","7","Completo","3","Conocimiento","0",""
"496","GRUPO 21","8","8","Completo","4"," ","",""
"497","GRUPO 21","9","9","Completo","4"," ","",""
"498","GRUPO 21","10","10","Completo","4"," ","",""
"499","GRUPO 21","11","11","Completo","4"," ","",""
"500","GRUPO 21","12","12","Completo","3"," ","",""
"501","GRUPO 21","13","13","Completo","3"," ","",""
"502","GRUPO 21","14","14","Completo","3","Contenido organizado","1",""
"503","GRUPO 21","15","15","Completo","4"," ","",""
"504","GRUPO 21","16","16","Completo","2","Faltó contenido","-1",""
"505","GRUPO 21","17","17","Completo","2"," ","",""
"506","GRUPO 21","18","18","Completo","3","Claro y eficiente","1",""
"507","GRUPO 21","19","19","Completo","3"," ","",""
"508","GRUPO 21","20","20","Completo","4"," ","",""
"509","GRUPO 21","21","21","Completo","2"," ","",""
"510","GRUPO 21","22","22","Completo","3"," ","",""
"511","GRUPO 21","23","23","Completo","3"," ","",""
"512","GRUPO 21","24","24","Completo","0"," ","",""
"513","GRUPO 21","25","25","Completo","3"," ","",""
"514","GRUPO 21","26","26","Completo","3"," ","",""
"515","GRUPO 21","27","27","Completo","4"," ","",""
"516","GRUPO 21","28","28","Completo","4"," ","",""
"517","GRUPO 21","29","29","Completo","4"," ","",""
"518","GRUPO 21","30","30","Completo","3"," ","",""
"519","GRUPO 21","31","31","Completo","4"," ","",""
"520","GRUPO 21","32","32","Completo","4"," ","",""
"521","GRUPO 21","33","33","Completo","3"," ","",""
"522","GRUPO 21","34","34","Completo","3"," ","",""
"523","GRUPO 21","35","35","Completo","0"," ","",""
"524","GRUPO 21","36","36","Completo","4"," ","",""
"525","GRUPO 21","37","37","Completo","3","Exposición clara sobre el tema","1",""
"526","GRUPO 1","1","1","Claridad","3"," ","",""
"527","GRUPO 1","2","2","Claridad","3","Permitio expresar sus propositos fundamentales","1",""
"528","GRUPO 1","3","3","Claridad","3","La mayor parte de lo que explicaron se entendia","1",""
"529","GRUPO 1","4","4","Claridad","4","Es claro y preciso","1",""
"530","GRUPO 1","5","5","Claridad","4","Mejorar la presentación del programa, para ponderar","0",""
"531","GRUPO 1","6","6","Claridad","3"," ","",""
"532","GRUPO 1","7","7","Claridad","2","No entendí, casos complejos","-1",""
"533","GRUPO 1","8","8","Claridad","3","Falta un poco de fluides","-1",""
"534","GRUPO 1","9","9","Claridad","3","No esta muy claro por lo que el codigo no lo presentaron bien","-1",""
"535","GRUPO 1","10","10","Claridad","3"," ","",""
"536","GRUPO 1","11","11","Claridad","3","Le falta expresarse un poco más","-1",""
"537","GRUPO 1","12","12","Claridad","2","Falta de explicación","-1",""
"538","GRUPO 1","13","13","Claridad","3"," ","",""
"539","GRUPO 1","14","14","Claridad","3","Fueron muy claros los temas expuestos","1",""
"540","GRUPO 1","15","15","Claridad","3","Falta un poco de fluides","-1",""
"541","GRUPO 1","16","16","Claridad","2","Falta mas conceptos","-1",""
"542","GRUPO 1","17","19","Claridad","3"," ","",""
"543","GRUPO 1","18","20","Claridad","4"," ","",""
"544","GRUPO 1","19","21","Claridad","3"," ","",""
"545","GRUPO 1","20","22","Claridad","3"," ","",""
"546","GRUPO 1","21","23","Claridad","3","No, no quedó claro","-1",""
"547","GRUPO 1","22","24","Claridad","3","Su material de apoyo fue claro, y estuvieron muy organizado","1",""
"548","GRUPO 1","23","25","Claridad","1","Mal explicado","-1",""
"549","GRUPO 1","24","26","Claridad","3"," ","",""
"550","GRUPO 1","25","29","Claridad","2"," ","",""
"551","GRUPO 1","26","30","Claridad","3"," ","",""
"552","GRUPO 1","27","31","Claridad","3"," ","",""
"553","GRUPO 1","28","32","Claridad","3"," ","",""
"554","GRUPO 1","29","33","Claridad","3"," ","",""
"555","GRUPO 1","30","34","Claridad","2","Falta algo de claridad al exponer","-1",""
"556","GRUPO 1","31","36","Claridad","3"," ","",""
"557","GRUPO 1","32","37","Claridad","2","Presentó tanto que me fue dificil comprender","1",""
"558","GRUPO 2","1","1","Claridad","3"," ","",""
"559","GRUPO 2","2","3","Claridad","3"," ","",""
"560","GRUPO 2","3","4","Claridad","3"," ","",""
"561","GRUPO 2","4","7","Claridad","2","Claro si, pero sin conclusión","-1",""
"562","GRUPO 2","5","8","Claridad","3"," ","",""
"563","GRUPO 2","6","9","Claridad","2"," ","",""
"564","GRUPO 2","7","10","Claridad","3","No está muy claro","-1",""
"565","GRUPO 2","8","11","Claridad","3","Le falto algo breve en el informe dado","-1",""
"566","GRUPO 2","9","12","Claridad","2"," ","",""
"567","GRUPO 2","10","13","Claridad","3"," ","",""
"568","GRUPO 2","11","14","Claridad","3","Un poco claro en cuanto a lo que proyectarón","0",""
"569","GRUPO 2","12","15","Claridad","3"," ","",""
"570","GRUPO 2","13","16","Claridad","2","Mas conceptualización","0",""
"571","GRUPO 2","14","19","Claridad","3"," ","",""
"572","GRUPO 2","15","20","Claridad","3"," ","",""
"573","GRUPO 2","16","21","Claridad","3"," ","",""
"574","GRUPO 2","17","22","Claridad","3"," ","",""
"575","GRUPO 2","18","23","Claridad","2"," ","",""
"576","GRUPO 2","19","24","Claridad","3","Les falto un poco de contenido","-1",""
"577","GRUPO 2","20","25","Claridad","2"," ","",""
"578","GRUPO 2","21","26","Claridad","3"," ","",""
"579","GRUPO 2","22","27","Claridad","3"," ","",""
"580","GRUPO 2","23","28","Claridad","3"," ","",""
"581","GRUPO 2","24","29","Claridad","3"," ","",""
"582","GRUPO 2","25","30","Claridad","3"," ","",""
"583","GRUPO 2","26","31","Claridad","4"," ","",""
"584","GRUPO 2","27","32","Claridad","3"," ","",""
"585","GRUPO 2","28","33","Claridad","3"," ","",""
"586","GRUPO 2","29","34","Claridad","2","Falto algo de claridad","-1",""
"587","GRUPO 2","30","36","Claridad","3"," ","",""
"588","GRUPO 2","31","37","Claridad","2","Mucho texto, no fue clara la defensa","-1",""
"589","GRUPO 3","1","5","Claridad","3"," ","",""
"590","GRUPO 3","2","6","Claridad","2","Estuvo mas o menos claro","0",""
"591","GRUPO 3","3","7","Claridad","2","No se interpreto bien lo que intentaba decir","-1",""
"592","GRUPO 3","4","8","Claridad","2"," ","",""
"593","GRUPO 3","5","9","Claridad","0"," ","",""
"594","GRUPO 3","6","10","Claridad","4","Si se entendió lo explicado","1",""
"595","GRUPO 3","7","11","Claridad","3","Fue claro, se quedo un poco","0",""
"596","GRUPO 3","8","13","Claridad","3","El informe permite su lectura e interpretación de la conclusión, pero no en base a los resultados obtenidos","0",""
"597","GRUPO 3","9","14","Claridad","3","La mayor parte de la diapositivas estuvo bien planteada","1",""
"598","GRUPO 3","10","16","Claridad","1"," ","",""
"599","GRUPO 3","11","17","Claridad","2"," ","",""
"600","GRUPO 3","12","18","Claridad","2"," ","",""
"601","GRUPO 3","13","19","Claridad","2"," ","",""
"602","GRUPO 3","14","20","Claridad","2","No se mostro conclusiones","-1",""
"603","GRUPO 3","15","23","Claridad","4","Se presenta un informe claro y su explicación fácil de entender","1",""
"604","GRUPO 3","16","25","Claridad","2","Demasiada teoría y escaso problema","-1",""
"605","GRUPO 3","17","26","Claridad","3"," ","",""
"606","GRUPO 3","18","27","Claridad","4","Fue claro su proyecto","",""
"607","GRUPO 3","19","28","Claridad","3","Estuvo un poco claro aunque falto que se especificara mas","0",""
"608","GRUPO 3","20","29","Claridad","2"," ","",""
"609","GRUPO 3","21","30","Claridad","2","En si hubo mucha teoría y no problemas del código","0",""
"610","GRUPO 3","22","31","Claridad","2"," ","",""
"611","GRUPO 4","1","1","Claridad","3"," ","",""
"612","GRUPO 4","2","2","Claridad","3","Sus metodos fueron concisos con implementacion tecnica y desarrollada.","1",""
"613","GRUPO 4","3","3","Claridad","3","Expresaron bien todo lo que tenian.","1",""
"614","GRUPO 4","4","4","Claridad","2"," ","",""
"615","GRUPO 4","5","5","Claridad","4"," ","",""
"616","GRUPO 4","6","6","Claridad","4"," ","",""
"617","GRUPO 4","7","7","Claridad","3","No tiene claro no fue entendible.","-1",""
"618","GRUPO 4","8","8","Claridad","3"," ","",""
"619","GRUPO 4","9","9","Claridad","3"," ","",""
"620","GRUPO 4","10","10","Claridad","2"," ","",""
"621","GRUPO 4","11","11","Claridad","4"," ","",""
"622","GRUPO 4","12","12","Claridad","2"," ","",""
"623","GRUPO 4","13","13","Claridad","3"," ","",""
"624","GRUPO 4","14","14","Claridad","2"," ","",""
"625","GRUPO 4","15","15","Claridad","3"," ","",""
"626","GRUPO 4","16","16","Claridad","2","No se pudo apreciar con muha claridad la informacion.","-1",""
"627","GRUPO 4","17","19","Claridad","2"," ","",""
"628","GRUPO 4","18","20","Claridad","3"," ","",""
"629","GRUPO 4","19","21","Claridad","3"," ","",""
"630","GRUPO 4","20","22","Claridad","2"," ","",""
"631","GRUPO 4","21","23","Claridad","1","No quedó claro","-1",""
"632","GRUPO 4","22","24","Claridad","3"," ","",""
"633","GRUPO 4","23","25","Claridad","3"," ","",""
"634","GRUPO 4","24","26","Claridad","2"," ","",""
"635","GRUPO 4","25","27","Claridad","2"," ","",""
"636","GRUPO 4","26","28","Claridad","3"," ","",""
"637","GRUPO 4","27","29","Claridad","0"," ","",""
"638","GRUPO 4","28","31","Claridad","3"," ","",""
"639","GRUPO 4","29","34","Claridad","2","Faltó algo de claridad","-1",""
"640","GRUPO 4","30","35","Claridad","3"," ","",""
"641","GRUPO 4","31","37","Claridad","3","El informe fue claro, con la informacion adecuada.","1",""
"642","GRUPO 4","32","0","Claridad","0"," ","",""
"643","GRUPO 6","1","5","Claridad","3"," ","",""
"644","GRUPO 6","2","6","Claridad","4","Era entendible","1",""
"645","GRUPO 6","3","7","Claridad","3","Si existió una pequeña parte de lectura e interpretación pero después se fallo","0",""
"646","GRUPO 6","4","8","Claridad","3"," ","",""
"647","GRUPO 6","5","9","Claridad","0"," ","",""
"648","GRUPO 6","6","10","Claridad","4"," ","",""
"649","GRUPO 6","7","13","Claridad","1"," ","",""
"650","GRUPO 6","8","14","Claridad","3","El informe fue claro","1",""
"651","GRUPO 6","9","16","Claridad","3"," ","",""
"652","GRUPO 6","10","17","Claridad","3"," ","",""
"653","GRUPO 6","11","18","Claridad","3"," ","",""
"654","GRUPO 6","12","19","Claridad","2"," ","",""
"655","GRUPO 6","13","20","Claridad","3","Si se logro explicar muy bien","1",""
"656","GRUPO 6","14","23","Claridad","3","Falto mas coordinación","-1",""
"657","GRUPO 6","15","25","Claridad","2","No se justifico el código","-1",""
"658","GRUPO 6","16","26","Claridad","2"," ","",""
"659","GRUPO 6","17","27","Claridad","3","Fácil claridad","1",""
"660","GRUPO 6","18","30","Claridad","2","Si contiene su código pero no sustentación","0",""
"661","GRUPO 6","19","31","Claridad","3"," ","",""
"662","GRUPO 6","20","32","Claridad","1"," ","",""
"663","GRUPO 6","21","0","Claridad","0"," ","",""
"664","GRUPO 6","22","0","Claridad","0"," ","",""
"665","GRUPO 7","1","1","Claridad","3"," ","",""
"666","GRUPO 7","2","2","Claridad","4","LA FORMA EN LA CUAL REALIZARON LA INVESTIGACION ESTABLECE MUCHAS FORMAS DE CONSTRUIR LOS SEMAFOROS INTELIGENTES.","1",""
"667","GRUPO 7","3","4","Claridad","3","MEJORAR LAS CONDICIONES","0",""
"668","GRUPO 7","4","5","Claridad","3"," ","",""
"669","GRUPO 7","5","6","Claridad","4"," ","",""
"670","GRUPO 7","6","8","Claridad","3","FALTA MAS FLUIDEZY CONCRETANCIA","-1",""
"671","GRUPO 7","7","9","Claridad","3","SUS PUNTOS ESTUVIERON CLAROS Y PRECISOS","1",""
"672","GRUPO 7","8","10","Claridad","3"," ","",""
"673","GRUPO 7","9","11","Claridad","3"," ","",""
"674","GRUPO 7","10","12","Claridad","2"," ","",""
"675","GRUPO 7","11","13","Claridad","4"," ","",""
"676","GRUPO 7","12","14","Claridad","3","FUERON PRECISOS CON LOS COMENTARIOS","1",""
"677","GRUPO 7","13","15","Claridad","3"," ","",""
"678","GRUPO 7","14","16","Claridad","4","INFORMACION CLARA Y CONCISA","1",""
"679","GRUPO 7","15","17","Claridad","3","NO ESTA TAN CLARO Y NO ESTA COMPLETO EL PROYECTO","-1",""
"680","GRUPO 7","16","19","Claridad","3"," ","",""
"681","GRUPO 7","17","20","Claridad","3"," ","",""
"682","GRUPO 7","18","21","Claridad","3"," ","",""
"683","GRUPO 7","19","22","Claridad","3"," ","",""
"684","GRUPO 7","20","23","Claridad","4","MUY CLAROS Y BIEN EXPLICADO","1",""
"685","GRUPO 7","21","24","Claridad","3","BUE "" INFORMACION AGREGADA AL MATERIAL DE APOYO""","0",""
"686","GRUPO 7","22","25","Claridad","2","COPIA DE INTERNET","0",""
"687","GRUPO 7","23","26","Claridad","3"," ","",""
"688","GRUPO 7","24","27","Claridad","3"," ","",""
"689","GRUPO 7","25","28","Claridad","4"," ","",""
"690","GRUPO 7","26","29","Claridad","4"," ","",""
"691","GRUPO 7","27","30","Claridad","3"," ","",""
"692","GRUPO 7","28","31","Claridad","3"," ","",""
"693","GRUPO 7","29","32","Claridad","4"," ","",""
"694","GRUPO 7","30","33","Claridad","3"," ","",""
"695","GRUPO 7","31","34","Claridad","2"," ","",""
"696","GRUPO 7","32","35","Claridad","3"," ","",""
"697","GRUPO 7","33","36","Claridad","3"," ","",""
"698","GRUPO 7","34","37","Claridad","4"," ","",""
"699","GRUPO 7","35","38","Claridad","3"," ","",""
"700","GRUPO 8","1","1","Claridad","3","FUE MEDIA TEDIOSA","0",""
"701","GRUPO 8","2","2","Claridad","4","FUERON MUY COMPRENSIBLES Y CONCISOS","1",""
"702","GRUPO 8","3","3","Claridad","2","ESTUVO CONFUSA LA PRESENTACION DEL TEMA","-1",""
"703","GRUPO 8","4","4","Claridad","2"," ","",""
"704","GRUPO 8","5","5","Claridad","3"," ","",""
"705","GRUPO 8","6","6","Claridad","3"," ","",""
"706","GRUPO 8","7","7","Claridad","2"," ","",""
"707","GRUPO 8","8","8","Claridad","3"," ","",""
"708","GRUPO 8","9","9","Claridad","2"," ","",""
"709","GRUPO 8","10","10","Claridad","3"," ","",""
"710","GRUPO 8","11","11","Claridad","3"," ","",""
"711","GRUPO 8","12","12","Claridad","3"," ","",""
"712","GRUPO 8","13","13","Claridad","3"," ","",""
"713","GRUPO 8","14","14","Claridad","3"," ","",""
"714","GRUPO 8","15","15","Claridad","3"," ","",""
"715","GRUPO 8","16","16","Claridad","3","LAS CONCLUSIONES SON CLARAS PERO FALTA ARGUMENTACION","0",""
"716","GRUPO 8","17","17","Claridad","2"," ","",""
"717","GRUPO 8","18","19","Claridad","2"," ","",""
"718","GRUPO 8","19","20","Claridad","4"," ","",""
"719","GRUPO 8","20","21","Claridad","3"," ","",""
"720","GRUPO 8","21","22","Claridad","3"," ","",""
"721","GRUPO 8","22","23","Claridad","2"," ","",""
"722","GRUPO 8","23","24","Claridad","3","ESTUVO UN POCO COMPLEJA LA INFORMACION","0",""
"723","GRUPO 8","24","25","Claridad","2","DIFICIL Comprensión","-1",""
"724","GRUPO 8","25","26","Claridad","2"," ","",""
"725","GRUPO 8","26","27","Claridad","2"," ","",""
"726","GRUPO 8","27","28","Claridad","3"," ","",""
"727","GRUPO 8","28","29","Claridad","2"," ","",""
"728","GRUPO 8","29","30","Claridad","3"," ","",""
"729","GRUPO 8","30","32","Claridad","2"," ","",""
"730","GRUPO 8","31","33","Claridad","3"," ","",""
"731","GRUPO 8","32","34","Claridad","3"," ","",""
"732","GRUPO 8","33","35","Claridad","3"," ","",""
"733","GRUPO 8","34","36","Claridad","3"," ","",""
"734","GRUPO 8","35","37","Claridad","3"," ","",""
"735","GRUPO 8","36","38","Claridad","3"," ","",""
"736","GRUPO 8C","1","4","Claridad","2","El informe es claro pero no buena semántica","0",""
"737","GRUPO 8C","2","5","Claridad","4"," ","",""
"738","GRUPO 8C","3","6","Claridad","4","Fue entendible y claro","1",""
"739","GRUPO 8C","4","7","Claridad","3","Existia una parte inconclusa y por eso no se completó lo que se queria mostrar","-1",""
"740","GRUPO 8C","5","8","Claridad","4"," ","",""
"741","GRUPO 8C","6","9","Claridad","2"," ","",""
"742","GRUPO 8C","7","10","Claridad","3"," ","",""
"743","GRUPO 8C","8","11","Claridad","3","Se quedó mientras explicaba pero estuvo completo","0",""
"744","GRUPO 8C","9","13","Claridad","3","No se concluyo completamente","-1",""
"745","GRUPO 8C","10","14","Claridad","3","Muestran la mayor parte de sus","0",""
"746","GRUPO 8C","11","16","Claridad","2"," ","",""
"747","GRUPO 8C","12","17","Claridad","3"," ","",""
"748","GRUPO 8C","13","18","Claridad","3","Le falto que sean más claro en la sustentación","-1",""
"749","GRUPO 8C","14","19","Claridad","2"," ","",""
"750","GRUPO 8C","15","20","Claridad","3","Si, ya que se presentó buena información","1",""
"751","GRUPO 8C","16","23","Claridad","3","Faltó argumentar más","-1",""
"752","GRUPO 8C","17","24","Claridad","2","El informe se ve claro y permite la lectura","1",""
"753","GRUPO 8C","18","26","Claridad","3"," ","",""
"754","GRUPO 8C","19","27","Claridad","4","Tiene claridad","1",""
"755","GRUPO 8C","20","28","Claridad","2","Faltó un poco de organización","-1",""
"756","GRUPO 8C","21","29","Claridad","2"," ","",""
"757","GRUPO 8C","22","32","Claridad","2"," ","",""
"758","GRUPO 10","1","4","Claridad","0"," ","",""
"759","GRUPO 10","2","5","Claridad","3"," ","",""
"760","GRUPO 10","3","6","Claridad","4","Fue entendible","1",""
"761","GRUPO 10","4","7","Claridad","2","En mi parte no estaba claro el informe, ya que existió muchas palabras irrelevantes.","-1",""
"762","GRUPO 10","5","8","Claridad","3"," ","",""
"763","GRUPO 10","6","9","Claridad","0"," ","",""
"764","GRUPO 10","7","10","Claridad","4"," ","",""
"765","GRUPO 10","8","11","Claridad","3"," ","",""
"766","GRUPO 10","9","13","Claridad","4","Se evidenció en el código el resultado del funcionamiento.","1",""
"767","GRUPO 10","10","14","Claridad","3","La expisición fue clara.","1",""
"768","GRUPO 10","11","16","Claridad","2"," ","",""
"769","GRUPO 10","12","17","Claridad","3"," ","",""
"770","GRUPO 10","13","19","Claridad","3"," ","",""
"771","GRUPO 10","14","20","Claridad","2","Sí, ellos trataron de dominar el tema.","1",""
"772","GRUPO 10","15","23","Claridad","4","Estuvo muy clara la conclusión.","1",""
"773","GRUPO 10","16","24","Claridad","0"," ","",""
"774","GRUPO 10","17","25","Claridad","2","No es del todo comprensible.","0",""
"775","GRUPO 10","18","26","Claridad","2"," ","",""
"776","GRUPO 10","19","28","Claridad","4","Sí está claro, se mostró el código y cómo funcionaba el laberinto.","1",""
"777","GRUPO 10","20","30","Claridad","2","No está del todo comprendido","0",""
"778","GRUPO 10","21","31","Claridad","2"," ","",""
"779","GRUPO 10","22","32","Claridad","3"," ","",""
"780","GRUPO 10","23","0","Claridad","3"," ","",""
"781","GRUPO 11","1","0","Claridad","0"," ","",""
"782","GRUPO 11","2","3","Claridad","3"," ","",""
"783","GRUPO 11","3","4","Claridad","4","Se le entendió y tuvo su respectiva evidencia de donde proviene el laberinto.","1",""
"784","GRUPO 11","4","3","Claridad","3","Si presentaron evidencias.","1",""
"785","GRUPO 11","5","3","Claridad","3"," ","",""
"786","GRUPO 11","6","2","Claridad","2"," ","",""
"787","GRUPO 11","7","4","Claridad","4"," ","",""
"788","GRUPO 11","8","4","Claridad","3"," ","",""
"789","GRUPO 11","9","4","Claridad","4","Mediante la ejecución del demo se observaron las conclusiones emitidas en las diapositivas.","1",""
"790","GRUPO 11","10","3","Claridad","3"," ","",""
"791","GRUPO 11","11","0","Claridad","2"," ","",""
"792","GRUPO 11","12","3","Claridad","3"," ","",""
"793","GRUPO 11","13","3","Claridad","3"," ","",""
"794","GRUPO 11","14","2","Claridad","3","Se precentaron evidencias.","1",""
"795","GRUPO 11","15","4","Claridad","3","Faltó las métricas.","-1",""
"796","GRUPO 11","16","0","Claridad","0"," ","",""
"797","GRUPO 11","17","3","Claridad","3","Tienen buenas conclusiones solo faltó la valoración.","0",""
"798","GRUPO 11","18","3","Claridad","3"," ","",""
"799","GRUPO 11","19","4","Claridad","4","Me pareció que estaba clara la explicación.","1",""
"800","GRUPO 11","20","3","Claridad","3","Sí tiene conclusiones y el trabajo funciona bien, por lo cuál solo le falta más valoración.","0",""
"801","GRUPO 11","21","3","Claridad","3"," ","",""
"802","GRUPO 11","22","3","Claridad","3"," ","",""
"803","GRUPO 11","23","3","Claridad","3"," ","",""
"804","GRUPO 12","1","1","Claridad","3"," ","",""
"805","GRUPO 12","2","2","Claridad","3","La expresión corporal con relación al tema evidencia su proyección en el enfoque del mismo.","0",""
"806","GRUPO 12","3","3","Claridad","3","La interpretación de lo que presentaron fue clara","1",""
"807","GRUPO 12","4","4","Claridad","4"," ","",""
"808","GRUPO 12","5","5","Claridad","4"," ","",""
"809","GRUPO 12","6","7","Claridad","4","Buena explicación","1",""
"810","GRUPO 12","7","8","Claridad","3"," ","",""
"811","GRUPO 12","8","9","Claridad","2","Falta más detalle acerca de la semaforización","-1",""
"812","GRUPO 12","9","10","Claridad","3"," ","",""
"813","GRUPO 12","10","11","Claridad","4"," ","",""
"814","GRUPO 12","11","13","Claridad","4"," ","",""
"815","GRUPO 12","12","14","Claridad","3"," ","",""
"816","GRUPO 12","13","15","Claridad","4"," ","",""
"817","GRUPO 12","14","16","Claridad","3"," ","",""
"818","GRUPO 12","15","17","Claridad","3"," ","",""
"819","GRUPO 12","16","19","Claridad","3","Entendible","1",""
"820","GRUPO 12","17","20","Claridad","3"," ","",""
"821","GRUPO 12","18","21","Claridad","2"," ","",""
"822","GRUPO 12","19","22","Claridad","3"," ","",""
"823","GRUPO 12","20","23","Claridad","2"," ","",""
"824","GRUPO 12","21","24","Claridad","2","Explicaron informacion que no debe ir en una diapositiva osea lo que nos indico el porfesor","-1",""
"825","GRUPO 12","22","26","Claridad","3","Estuvo claro y entendible","1",""
"826","GRUPO 12","23","27","Claridad","3"," ","",""
"827","GRUPO 12","24","28","Claridad","4"," ","",""
"828","GRUPO 12","25","31","Claridad","3","No se pudo concluir si funcionaba el codigo","-1",""
"829","GRUPO 12","26","35","Claridad","3"," ","",""
"830","GRUPO 12","27","36","Claridad","3"," ","",""
"831","GRUPO 12","28","37","Claridad","3","Al inicio faltó mayor énfasis sobre el tema","-1",""
"832","GRUPO 12","29","21","Claridad","4"," ","",""
"833","GRUPO 12","30","6","Claridad","4"," ","",""
"834","GRUPO 12","31","22","Claridad","2"," ","",""
"835","GRUPO 12","32","32","Claridad","4"," ","",""
"836","GRUPO 12","33","30","Claridad","3"," ","",""
"837","GRUPO 12","34","29","Claridad","4"," ","",""
"838","GRUPO 12","35","33","Claridad","3"," ","",""
"839","GRUPO 13","1","4","Claridad","3","es muy claro pero redudante","0",""
"840","GRUPO 13","2","5","Claridad","4"," ","",""
"841","GRUPO 13","3","6","Claridad","4"," ","",""
"842","GRUPO 13","4","7","Claridad","2","es poco claro","-1",""
"843","GRUPO 13","5","8","Claridad","4"," ","",""
"844","GRUPO 13","6","9","Claridad","0"," ","",""
"845","GRUPO 13","7","10","Claridad","4","si se pudo apreciar su aplicación","1",""
"846","GRUPO 13","8","16","Claridad","3"," ","",""
"847","GRUPO 13","9","17","Claridad","3","muy bien explicado","1",""
"848","GRUPO 13","10","18","Claridad","2"," ","",""
"849","GRUPO 13","11","8","Claridad","2"," ","",""
"850","GRUPO 13","12","20","Claridad","2","su exposicion estubo de acuerdo a su expesificacion","1",""
"851","GRUPO 13","13","24","Claridad","4","es muy claro","1",""
"852","GRUPO 13","14","27","Claridad","3","le falto mas","0",""
"853","GRUPO 13","15","29","Claridad","2"," ","",""
"854","GRUPO 13","16","32","Claridad","2"," ","",""
"855","GRUPO 13","17","31","Claridad","2"," ","",""
"856","GRUPO 13","18","11","Claridad","2"," ","",""
"857","GRUPO 13","19","28","Claridad","2","no estubo tan entendible","-1",""
"858","GRUPO 13","20","25","Claridad","3","estubo claro pero falto ejemplos","0",""
"859","GRUPO 13","21","30","Claridad","3","falto un poco de base","-1",""
"860","GRUPO 13","22","0","Claridad","0"," ","",""
